OBJECTID,APN,HOUSE,STREET_NAME,STREET_TYPE,ASSESSMENT,RESOURCE_NAME,ORDINANCE,Shape__Area,Shape__Length
359,00601060040000,1130,K,ST,Landmark,"Weinstock, Lubin, and Company",82-046,31207.87891,710.5660783
360,00601160020000,1414,K,ST,Landmark,Pacific Telephone Inland Division Headquarters,82-046,13211.98438,484.4311292
361,00601210010000,1015,15TH,ST,Landmark,A.C. Westerguard Auto Repair,82-046,7595.226563,481.1314514
362,00601230060000,1624,J,ST,Landmark,Kost Building,82-046,13449.51758,489.0994221
363,00601750020000,1700,L,ST,Landmark,California State automobile Assoc.,82-046,6385.110352,319.632237
364,00602110020000,1400,10TH,ST,Landmark,California Fruit Exchange Co.,82-046,13826.66602,547.0811237
365,00602340270000,1524,17TH,ST,Landmark, ,3911,4940.415039,289.5147963
366,00602350220000,1724,N,ST,Landmark, ,3911,9755.235352,404.9036065
367,00101300070000,1341,C,ST,Landmark,Fire Staton #14,2011-011,4665.953125,314.2292738
368,00101900040000,400,JIBBOOM,ST,Landmark,"PG&E Sacramento River Power Station """"B""""",2011-011,83867.96777,1411.752196
369,00200840060000,1331,D,ST,Landmark, ,3911,3264.161133,244.1837817
370,00201040010000,515,8TH,ST,Landmark, ,82-029,3311.207031,250.1790569
371,00201040170000,813,F,ST,Landmark, ,82-029,5690.695313,395.1835942
372,00201150020000,411,11TH,ST,Landmark, ,82-029,2290.441406,210.6337744
373,00201160130000,1117,F,ST,Landmark, ,82-029,6615.033203,406.0100269
374,00201240010000,515,13TH,ST,Landmark, ,3911,3020.935547,234.3999764
375,00201240140000,524,14TH,ST,Landmark, ,3911,3243.171875,242.2038838
376,00201250200000,1429,E,ST,Landmark, ,3911,3036.228516,228.6423931
377,00201260120000,528,15TH,ST,Landmark, ,3911,6657.056641,326.3632483
378,00201310100000,400,16TH,ST,Landmark,Reed+McKee Tires,82-046,4786.239258,280.5811277
379,00201540080000,1022,G,ST,Landmark, ,82-029,3885.5,274.8724204
380,00201550330000,1010,F,ST,Landmark,Hubbard-Upson House,82-029,11759.9375,468.8623411
381,00201630080000,1314,F,ST,Landmark, ,3911,5953.170898,398.2623657
382,00201660020000,1408,G,ST,Landmark,W.J. Toland-Grocery,82-046,6480.992188,322.0739269
383,00201730310000,1630,F,ST,Landmark, ,3911,6174.450195,388.218723
384,00201750040000,1706,F,ST,Landmark, ,3911,3267.633789,243.3815425
385,00300840150000,324,23RD,ST,Landmark, ,3911,3252.820313,242.4915216
386,00301220190000,1815,F,ST,Landmark, ,3911,6418.807617,402.3325575
387,00301220200000,1811,F,ST,Landmark, ,3911,6586.300781,404.4268424
388,00602740010000,1715,10TH,ST,Landmark,M.D. Gillmore Meat Market/H.B. Miller Co,82-046,3565.9375,246.2041791
389,00602840100000,1330,P,ST,Landmark, ,3911,3076.476563,233.9857009
390,00602850080000,1316,Q,ST,Landmark, ,3911,4264.623047,373.4986941
391,00700110090000,1826,H,ST,Landmark, ,3911,3474.444336,248.1599362
392,00700110100000,1830,H,ST,Landmark, ,3911,2957.689453,234.9232903
393,00700150140000,2011,I,ST,Landmark, ,3911,6491.300781,401.558813
394,00700210020000,809,21ST,ST,Landmark, ,3911,3179.500977,239.4895605
395,00700210080000,2120,H,ST,Landmark, ,3911,6484.829102,404.2412359
396,00700210270000,2101,I,ST,Landmark, ,3911,2719.701172,233.8518618
397,00700320060000,2404,I,ST,Landmark, ,3911,2212.494141,214.5741456
399,00700440100000,2830,I,ST,Landmark,007-0043-013,3911,3942.189453,257.594269
400,00700910010000,2100,J,ST,Landmark,1st United Methodist Church,82-046,27049.08789,657.9070758
401,00700920160000,2131,L,ST,Landmark, ,3911,3115.710938,234.3231202
402,00700920210000,2109,L,ST,Landmark, ,3911,6736.860352,408.3756282
403,00701020110000,1108,25TH,ST,Landmark, ,3911,3269.454102,246.7692244
404,00701060010000,2701,L,ST,Landmark, ,82-046,136821.7051,1484.683265
405,00701110200000,2728,J,ST,Landmark,Born Brother's Groceries,82-046,19994.16602,572.2885803
406,00701230370000,3145,GRANADA,WAY,Landmark,Fire Station #4,2005-068,9470.835938,397.2102024
407,00701410040000,1804,L,ST,Landmark, ,3911,3110.558594,236.9427584
408,00701420140000,1316,19TH,ST,Landmark, ,3911,2962.373047,230.6463752
409,00701430010000,1215,19TH,ST,Landmark,"Firehouse #3, Engine Co. No. 3",83-115,6685.350586,327.0753727
410,00701530050000,2208,L,ST,Landmark,F.A. Lafferty Auto Livery,82-046,6455.644531,400.0765868
411,00701550280000,2315,CAPITOL,AVE,Landmark,Diepenbrock House,3911,6679.416992,407.8232708
412,00701630140000,2515,CAPITOL,AVE,Landmark, ,3911,8073.325195,425.5554493
413,00701640060000,2514,CAPITOL,AVE,Landmark, ,3911,6429.546875,401.4791855
414,00701640140000,2531,N,ST,Landmark, ,3911,3736.665039,255.4457048
415,00701710010000,2700,L,ST,Landmark,Pioneer Memorial,82-046,19562.26953,575.7681103
416,00702120150000,3003,O,ST,Landmark,Rotas Brothers Groceries,82-046,6183.794922,314.5832418
417,00702420020000,1511,18TH,ST,Landmark, ,3911,3216.964844,241.9615212
418,00702420130000,1512,19TH,ST,Landmark, ,3911,2063.428711,208.8935749
419,00702420140000,1514,19TH,ST,Landmark, ,3911,1865.209961,203.8059618
420,00702510110000,2130,N,ST,Landmark, ,3911,3205.823242,247.5946519
421,00703210170000,2110,P,ST,Landmark,"C.H. Chatterton, Building Contractor",82-055,6429.640625,399.5363311
422,00703350030000,2600,P,ST,Landmark, ,3911,2982.041992,233.9219451
423,00703350220000,1617,26TH,ST,Landmark, ,3911,3103.535156,235.2021277
424,00900430030000,1801,2ND,ST,Landmark,Thomson-Giggs Company,82-046,2972.073242,239.3958469
425,00900640020000,730,S,ST,Landmark,Holy Angel Cathedral School,82-046,26489.77246,651.1526654
426,00900740030000,1905,10TH,ST,Landmark, ,3911,3542.331055,256.7802596
427,00900820210000,2015,T,ST,Landmark,,2014-0028,6308.061523,395.4048671
428,00900920230000,1926,16TH,ST,Landmark, ,82-046,6602.282227,325.051117
429,00900940090000,1630,S,ST,Landmark, ,,7502.491211,346.4707781
430,00901110060000,324,T,ST,Landmark, ,3911,6260.40625,396.2112473
431,00901110130000,2030,4TH,ST,Landmark, ,3911,3201.470703,240.3272073
432,00901130290000,430,T,ST,Landmark,Potter House,3911,44301.08594,906.2391478
433,00901310270000,2021,9TH,ST,Landmark, ,3911,3017.303711,232.0730003
434,00901350260000,1130,T,ST,Landmark, ,3911,3374.25293,245.2491763
435,00901550140000,1731,U,ST,Landmark, ,3911,3975.286133,276.0973332
436,00902620060000,1500,BROADWAY,,Landmark,Tower Theater,82-055,7275.516602,375.857264
437,01000220140000,1831,T,ST,Landmark, ,3911,4200.591797,278.6624426
438,01000260140000,1922,21ST,ST,Landmark, ,3911,3457.900391,254.2793429
439,01001010010000,2015,21ST,ST,Landmark, ,3911,6474.72168,408.0287848
440,01001010220000,2000,22ND,ST,Landmark, ,3911,9568.806641,403.5987764
441,01001040200000,2129,22ND,ST,Landmark, ,3911,6983.621094,356.7900209
442,01001150080000,2620,T,ST,Landmark,Lousi Huber-Retail Grocer,82-046,6699.493164,409.2976375
443,01003810010000,3500,2ND,ST,Landmark,The Culver House/Alpha Kappa Alpha Sorority House,2013-0023,8716.360352,411.6942225
444,01302310150000,2761,MONTGOMERY,WAY,Landmark,J.C Carly House,2005-019,9776.662109,395.5163342
445,02900100080000,6125,RIVERSIDE,BLVD,Landmark,Primentel's Ingleside Cafe,2009-039,8538.479492,376.8746285
446,00301610260000,3021,E,ST,Landmark, ,3911,3505.827148,252.4087181
447,00301710100000,1830,F,ST,Landmark, ,3911,3552.869141,256.0422712
448,00301750210000,2001,G,ST,Landmark, ,3911,3504.741211,246.9791725
449,00301820140000,2101,H,ST,Landmark, ,3911,7315.670898,347.4724382
450,00301840220000,717,22ND,ST,Landmark, ,3911,4695.601563,310.5185276
451,00301920210000,2401,H,ST,Landmark, ,3911,3258.737305,241.4684336
452,00301930120000,2531,G,ST,Landmark, ,3911,3662.972656,252.789357
453,00301940180000,2531,H,ST,Landmark, ,3911,7381.198242,343.6580865
454,00301960080000,2628,G,ST,Landmark, ,3911,3242.374023,241.6116212
455,00302120070000,3012,G,ST,Landmark, ,3911,6498.556641,403.1947718
456,00600410130000,915,I,ST,Landmark,City Hall,83-115,111760.0342,1337.510002
457,00600420010000,0,I,ST,Landmark, ,,110510.4482,1329.911843
458,00600470010000,915,11TH,ST,Landmark, ,3911,4264.753906,264.698499
459,00600470120000,921,11TH,ST,Landmark,Elks Building,82-046,15644.18652,516.4275092
460,00600510080000,1232,H,ST,Landmark, ,3911,6622.228516,404.8297583
461,00600520030000,1200,I,ST,Landmark,BF Goodrich Tire Center,82-046,7311.989258,360.9068503
462,00600980260000,,8TH,ST,Landmark,American Cash Apartments/ Bel Vue Apartments,82-046,9005.705078,384.7440684
463,00601010120000,926,J,ST,Landmark,Cal Western life Insurance Co.,82-046,11852.55176,535.6621878
464,00601040060000,1110,11TH,ST,Landmark,Howe Apartments,82-046,4105.668945,264.2264855
465,00601060050000,1121,L,ST,Landmark,Sacramento Medical Dental Building,82-046,38242.79199,801.2605361
466,00601110010000,1011,12TH,ST,Landmark,W.D. Fuller and Company,82-046,4685.436523,275.879644
467,00602250010000,1400,N,ST,Landmark,Dean Apartments,82-054,13405.37598,495.8767816
468,00602330130000,1631,O,ST,Landmark, ,3911,4090.370117,281.8054353
469,00100200620000,424,7TH,ST,Protected,Bercut-Richards Cannery/Lodi Mission Partners,2001-27,106433.3643,1812.007468
470,00200100420000,401,I,ST,Landmark,Railway Express Building,82-046,39321.2666,850.5404963
472,00200750170000,1129,D,ST,Landmark, ,82-029,6480.051758,403.6185425
473,00200840080000,1317,D,ST,Landmark, ,3911,8175.158203,424.4040594
474,00200860230000,319,14TH,ST,Landmark, ,3911,2410.958984,220.0578369
475,00201020180000,523,7TH,ST,Landmark, ,82-029,2934.589844,234.026431
476,00201020220000,510,8TH,ST,Landmark, ,82-029,6544.041992,323.5955857
477,00201040260000,808,E,ST,Landmark, ,82-029,5908.630859,422.1627982
478,00201120020000,511,9TH,ST,Landmark, ,3911,3446.472656,249.9417156
479,00201120060000,914,E,ST,Landmark, ,3911,6402.12207,399.0420273
480,00201120120000,512,10TH,ST,Landmark, ,82-029,5894.750977,399.807621
481,00201220210000,1213,F,ST,Landmark, ,82-029,6473.763672,404.1098538
482,00201220300000,1212,E,ST,Landmark, ,82-029,9745.746094,442.7835319
483,00201230040000,401,13TH,ST,Landmark, ,3911,3082.706055,235.0590742
484,00201240020000,511,13TH,ST,Landmark, ,3911,3118.816406,236.9890905
485,00201240040000,501,13TH,ST,Landmark, ,3911,3340.733398,242.8074883
486,00201510170000,925,G,ST,Landmark,Van Voorhies House,82-029,3119.792969,236.2719814
487,00201640150000,1301,H,ST,Landmark, ,3911,4399.880859,299.9953354
488,00201650080000,1424,F,ST,Landmark, ,3911,6553.079102,406.0548092
489,00201650090000,1426,F,ST,Landmark, ,3911,3064.083984,232.3005322
490,00201710180000,1509,G,ST,Landmark, ,3911,3898.567383,369.0816218
491,00300750230000,321,20TH,ST,Landmark, ,3911,3330.193359,244.4092088
492,00300830160000,217,22ND,ST,Landmark, ,3911,3245.324219,240.1196872
493,00301250240000,417,20TH,ST,Landmark,Chemical Number 3,82-046,3084.455078,234.9961036
494,00602360040000,1704,O,ST,Landmark, ,3911,4828.989258,379.2019682
495,00602820120000,1226,Q,ST,Landmark, ,3911,4354.553711,350.3056593
496,00602820160000,1712,13TH,ST,Landmark, ,3911,2356.833984,216.1224626
497,00602850090000,1318,Q,ST,Landmark, ,3911,4443.702148,375.7298899
498,00602850140000,1714,14TH,ST,Landmark, ,3911,3169.56543,239.2405992
499,00602870190000,1720,15TH,ST,Landmark,Wonder Bread Bakery,2002-031,18853.82227,556.9167808
500,00602870200000,1409,R,ST,Landmark,Perfection Bread Company,82-046,19343.13672,566.0894598
501,00602920090000,1700,16TH,ST,Landmark, ,3911,3398.227539,243.461957
502,00700210040000,2106,H,ST,Landmark, ,3911,3871.49707,257.7438839
503,00700250070000,2330,H,ST,Landmark, ,3911,6704.337891,407.2223196
504,00700310010000,815,24TH,ST,Landmark, ,3911,5087.90625,287.7128172
505,00700330210000,2501,I,ST,Landmark, ,3911,3920.375,339.0658094
506,00700360040000,2608,I,ST,Landmark, ,3911,5970.90918,321.3176559
507,00700360190000,912,27TH,ST,Landmark, ,3911,3975.049805,262.9936793
508,00700510060000,800,ALHAMBRA,BLVD,Landmark,McKinley Park Gas Station,82-046,23547.96484,663.0633369
509,00700940170000,2215,L,ST,Landmark, ,3911,6427.262695,404.373985
510,00701420040000,1806,CAPITOL,AVE,Landmark, ,82-046,3307.025391,242.9881405
511,00701420130000,1314,19TH,ST,Landmark, ,3911,2760.546875,226.2131647
512,00701450080000,2015,CAPITOL,AV,Landmark, ,82-046,8158.571289,425.1343241
513,00701450090000,2015,CAPITOL,AV,Landmark, ,82-046,13033.07227,485.1684206
514,00701510100000,1212,22ND,ST,Landmark, ,3911,3150.941406,236.6006032
515,00701510110000,1214,22ND,ST,Landmark, ,3911,3080.388672,234.6802913
516,00701520210000,1320,22ND,ST,Landmark, ,3911,6209.796875,315.2853274
517,00701530130000,2223,CAPITOL,AVE,Landmark, ,82-046,17887.0459,545.3217733
518,00701540020000,1311,22ND,ST,Landmark, ,3911,3358.977539,245.8644234
519,00701540150000,2215,N,ST,Landmark, ,3911,6350.302734,396.2923421
520,00701560210000,2301,N,ST,Landmark, ,3911,1952.006836,188.3120754
521,00702410160000,1819,O,ST,Landmark, ,3911,6736.492188,410.8594619
522,00702410230000,1417,18TH,ST,Landmark, ,3911,2164.900391,217.4084608
523,00702460060000,2021,P,ST,Landmark, ,3911,6588.402344,404.6547148
524,00702510140000,1420,22ND,ST,Landmark, ,3911,3048.602539,233.3053775
525,00702530050000,2218,N,ST,Landmark, ,3911,6450.93457,402.5470705
526,00702530160000,2211,O,ST,Landmark, ,3911,6591.854492,406.9788134
527,00702660130000,2625,P,ST,Landmark, ,3911,8227.249023,425.6237929
528,00702660190000,1523,26TH,ST,Landmark, ,3911,3183.666992,239.1833358
529,00702660200000,1517,26TH,ST,Landmark, ,3911,3133.305664,237.9654636
530,00703330160000,2527,Q,ST,Landmark, ,3911,3368.926758,245.5248934
531,00703330240000,1617,25TH,ST,Landmark, ,3911,3151.941406,233.7998528
532,00704500030000,2801,CAPITOL,AVE,Landmark,"John Sutter's Bldgs/ Sacramento Brewery, Old Tavern",82-046,18018.96777,575.419606
533,00900540050000,412,S,ST,Landmark, ,3911,3361.741211,373.6501136
534,00900540160000,421,T,ST,Landmark, ,3911,6363.963867,394.7353977
535,00900560230000,1919,5TH,ST,Landmark, ,3911,2531.166016,220.07544
536,00900730040000,1800,11TH,ST,Landmark,Sacramento Granite & Marble Works,82-046,26854.39063,655.6314089
537,00900740040000,1903,10TH,ST,Landmark,Thomas Ryan Groceries and Saloon/ Old Ironsides,82-046,2766.790039,239.2331142
538,00900740090000,1906,11TH,ST,Landmark, ,3911,7769.567383,354.1358021
539,00900740140000,1930,11TH,ST,Landmark, ,3911,3624.612305,255.4351153
540,00900960090000,1730,S,ST,Landmark, ,82-046,5653.361328,381.6546588
541,00901310080000,912,T,ST,Landmark, ,3911,6600.532227,410.024812
542,00901330090000,2000,11TH,ST,Landmark, ,3911,2359.547852,223.2297272
543,00901350180000,1111,U,ST,Landmark, ,3911,6274.650391,393.7350747
544,00901420220000,2127,12TH,ST,Landmark, ,3911,3210.319336,243.3753597
545,00901550170000,1721,U,ST,Landmark, ,3911,6375.892578,395.2910884
546,00901960060000,1114,V,ST,Landmark, ,3911,6533.22168,406.1295953
547,00901960080000,1120,V,ST,Landmark, ,3911,6702.59668,408.3181136
548,00902620010000,1500,BROADWAY,,Landmark,Tower Theater,82-055,3990.838867,278.0745698
549,01000230140000,1809,19TH,ST,Landmark, ,3911,5224.220703,302.8238587
550,01001010210000,2131,U,ST,Landmark, ,3911,3691.270508,243.2695021
551,01001030030000,2200,T,ST,Landmark, ,3911,3673.324219,252.6334307
552,01001030170000,2211,U,ST,Landmark, ,3911,6363.685547,398.6436371
553,01001660260000,2215,21ST,ST,Landmark,Edward P Howe Jr. House,3911,12630.57227,475.6872629
554,01001660290000,2128,V,ST,Landmark, ,3911,8871.229492,379.1797625
555,01801040010000,4701,FREEPORT,BLVD,Landmark,Chase Bank (Former Senator Savings and Loan Association),2018-0049,18762.65332,545.2736348
556,00301310040000,401,21ST,ST,Landmark, ,3911,2785.927734,220.2013634
557,00301320050000,2106,E,ST,Landmark, ,3911,3250.040039,239.8695758
558,00301710070000,1818,F,ST,Landmark, ,3911,6628.999023,408.3751822
559,00301710190000,1807,G,ST,Landmark, ,3911,3129.65332,236.3400443
560,00301720150000,1827,H,ST,Landmark, ,3911,3327.316406,244.8332447
561,00301740020000,709,19TH,ST,Landmark, ,3911,3238.058594,242.2864644
562,00301740030000,707,19TH,ST,Landmark, ,3911,3239.257813,242.2315141
563,00301820120000,2119,H,ST,Landmark, ,3911,4564.259766,292.8572417
564,00301840160000,2217,H,ST,Landmark, ,3911,6545.253906,403.7935527
565,00301920060000,2418,G,ST,Landmark, ,3911,6433.801758,400.5872701
566,00302120080000,3012,G,ST,Landmark, ,3911,6341.007813,401.272796
567,00402210010000,3330,MCKINLEY,BLVD,Landmark,Iva Gard Shepard Garden and Arts Center,2018-0049,176182.3115,1759.572785
568,00600340090000,727,J,ST,Landmark,Sylvester Tyron Building,82-046,6465.285156,402.9135102
569,00600470080000,912,12TH,ST,Landmark,Ridgeway Hotel,2013-0006,2943.807617,233.3965562
570,00600470090000,1131,J,ST,Landmark,Masonic Temple,82-046,16125.68652,522.3710237
571,00600610030000,1530,H,ST,Landmark,Govenors Mansion/ Mansion's Carriage House,3911,34396.90918,748.8943061
572,00600620010000,1515,J,ST,Landmark, ,,108892.9385,1320.307792
573,00600650100000,818,18TH,ST,Landmark, ,3911,1381.548828,149.4804808
574,00600650110000,820,18TH,ST,Landmark, ,3911,2080.071289,183.3458989
575,00601010040000,904,J,ST,Landmark,Gogings Drug Store,82-046,3101.330078,323.4915265
576,00601060060000,1127,11TH,ST,Landmark,Sacramento Medical Dental Building ,82-046 ,13482.29883,528.2814655
577,00601240060000,1122,17TH,ST,Landmark,Young Womens Christian Association,82-046,13397.02832,490.7520802
578,00601760050000,1730,CAPITOL,AVE,Landmark, ,3911,3024.30957,234.2841759
579,00601760210000,1716,CAPITOL,AVE,Landmark, ,3911,4728.888672,397.2635213
580,00602350030000,1704,N,ST,Landmark, ,3911,6142.932617,395.832631
581,00100810060000,521,N 10TH,ST,Landmark,Volker Flooring,2011-011,70981.59277,1101.158447
582,00101900130000,0,JIBBOOM,ST,Landmark,Sacramento River Station B,2001-27,11862.55273,509.91534
583,00200810220000,220,13TH,ST,Landmark, ,3911,6503.398438,399.1611455
584,00200860220000,321,14TH,ST,Landmark, ,3911,2367.467773,219.0904692
585,00200860400000,1415,D,ST,Landmark, ,3911,3329.194336,244.3255427
586,00200920200000,325,15TH,ST,Landmark, ,3911,2541.152344,222.8232249
587,00200950210000,1631,C,ST,Landmark,Calpak Plant No. 11,82-046,274184.8223,2283.947616
588,00201040220000,517,8TH,ST,Landmark,Mesick House,82-029,2643.081055,226.0772918
589,00201150030000,409,11TH,ST,Landmark, ,82-029,2214.192383,208.6042565
590,00201150090000,1120,D,ST,Landmark, ,82-029,6475.772461,398.1424081
591,00201160490000,1115,F,ST,Landmark, ,82-029,9790.817383,445.1798737
592,00201230010000,413,13TH,ST,Landmark, ,3911,3039.597656,234.0872419
593,00201240050000,1310,E,ST,Landmark, ,3911,6213.726563,396.7288558
594,00201250160000,414,15TH,ST,Landmark, ,3911,3279.818359,243.980954
595,00201260150000,1415,F,ST,Landmark, ,3911,6598.421875,405.2595446
596,00201260160000,1409,F,ST,Landmark, ,3911,6659.441406,406.0319453
597,00201320220000,1501,F,ST,Landmark, ,3911,3295.295898,246.5808966
598,00201510300000,917,G,ST,Landmark, ,82-029,6439.543945,401.2165444
599,00201520260000,925,H,ST,Landmark,Llewellyn Williams Mansion,3911,23224.84082,650.0726683
600,00201550320000,601,10TH,ST,Landmark, ,82-029,3161.511719,247.4435444
601,00201560190000,719,11TH,ST,Landmark, ,3911,1776.300781,191.1109477
602,00201630020000,611,13TH,ST,Landmark, ,3911,4554.691406,275.7782503
603,00201650110000,612,15TH,ST,Landmark, ,3911,3158.095703,238.1266044
604,00201750150000,1723,G,ST,Landmark, ,3911,6311.264648,395.5641857
605,00602840150000,1331,Q,ST,Landmark, ,3911,1911.046875,176.7111716
606,00602920080000,1526,Q,ST,Landmark, ,3911,3077.74707,235.3692494
607,00602950180000,1701,Q,ST,Landmark,The Bidwell,3911,7434.730469,347.7596708
608,00700120070000,1816,I,ST,Landmark, ,3911,6374.033203,395.2167765
609,00700130130000,1905,I,ST,Landmark,William and Catherine Bath House,2007-058,3110.431641,236.2084613
610,00700210240000,2125,I,ST,Landmark, ,3911,2909.935547,235.6583089
611,00700230090000,2230,H,ST,Landmark, ,3911,3206.639648,241.8618305
612,00700310020000,2400,H,ST,Landmark, ,3911,4178.286133,283.0930608
613,00700310030000,2404,H,ST,Landmark, ,3911,3940.380859,278.4932016
614,00700320050000,2402,I,ST,Landmark, ,3911,2257.197266,215.3768592
615,00700330030000,2500,H,ST,Landmark, ,3911,3124.28125,237.0215256
616,00700360110000,2627,J,ST,Landmark, ,3911,6456.810547,400.4449092
617,00700850010000,1015,20TH,ST,Landmark,Miller-Skelton Funeral Chapel,82-046,13317.14746,488.6224941
618,00700910060000,1026,22ND,ST,Landmark,J.F. Giovanetti Groceries,82-046,2830.732422,230.5177706
619,00700930090000,1006,23RD,ST,Landmark, ,3911,2958.999023,238.68758
620,00700940010000,1115,22ND,ST,Landmark, ,3911,1563.943359,158.5146757
621,00701020090000,2428,K,ST,Landmark, ,4221,3277.979492,246.0877901
622,00701020120000,1114,25TH,ST,Landmark, ,3911,3354.904297,248.6730214
623,00701020150000,2431,L,ST,Landmark, ,3911,3784.734375,256.0995257
624,00701050220000,1017,26TH,ST,Landmark, ,3911,3345.266602,242.7411912
625,00701120010000,0, , ,Landmark,Sutter's Fort/New helvetia,82-046,131159.7305,1463.86638
626,00701410140000,1817,CAPITOL,AVE,Landmark, ,3911,6317.162109,401.7905443
627,00701420030000,1800,CAPITOL,AVE,Landmark, ,,3290.073242,242.7493676
628,00701440090000,1931,N,ST,Landmark, ,3911,3048.167969,238.635121
629,00701510080000,2126,L,ST,Landmark, ,3911,3183.431641,239.0871819
